,pcv,user_fei,protocol_equity,valid,cr,eth_usd
13834916,1056563358.1728436,363054970.08974373,693508388.0830997,True,2.9102021600521573,3949.87673098
13836267,1106631724.1246235,414030615.58999455,692601108.534629,True,2.6728258308813007,3944.3
13837617,1118024191.1140835,432508765.24344873,685515425.8706347,True,2.5849746431954386,3911.5
13838968,1112544823.893429,422615738.2155231,689929085.6779058,True,2.632521042853496,3933.89816826
13840318,1098938175.844677,423923620.70151216,675014555.1431648,True,2.592302297348153,3864.80054275
13841669,1089263839.7395263,425426407.3408304,663837432.398696,True,2.56040485720686,3807.89
13843019,1054449182.1502981,389770162.8490257,664679019.3012725,True,2.70531016135971,3812.47463554
13844370,1054827113.2934644,372565750.02741706,682261363.2660474,True,2.8312508952200783,3898.86931197
13845720,1045249803.5428773,355578270.95287883,689671532.5899985,True,2.9395772715296027,3937.88
13847071,1061744866.8681246,358745798.37770104,702999068.4904234,True,2.9596022355369294,4009.59124073
13848421,1064699336.422411,358430890.2668026,706268446.1556083,True,2.970445252723303,4026.02185117
13849772,1063007874.3625475,361264365.5115654,701743508.8509822,True,2.9424653407409394,4001.73190863
13851122,1066982316.102045,360780668.5609812,706201647.541064,True,2.9574265172184457,4024.38514727
13852473,1074385298.6198106,359919755.5872472,714465543.0325633,True,2.9850689825759558,4068.02463735
13853823,1071239646.3530432,360253414.64020383,710986231.7128394,True,2.9735724987448715,4051.0850281
13855173,1061746486.3764476,367739248.87917876,694007237.4972688,True,2.8872264508412204,3957.91828612
13856524,1067437303.3199,367080317.23013943,700356986.0897605,True,2.9079121195448754,3989.61098743
13857874,1070146971.9124802,366761023.02185476,703385948.8906254,True,2.917831788926796,4007.23823197
13859225,1058116427.9091644,362271106.62683064,695845321.2823339,True,2.9207861420731858,3966.21026308
13860575,1052437529.207494,362895656.48313075,689541872.7243633,True,2.900110570092802,3932.50500092
13861926,1056892541.0664831,362353249.9209721,694539291.145511,True,2.916746410573073,3956.33
13863276,1083432460.799862,359319936.1749172,724112524.6249447,True,3.0152305834554256,4114.42138452
13864627,1081819703.7288074,376600050.0572815,705219653.671526,True,2.87259575128644,4107.97
13865977,1079734448.077297,418985959.2011707,660748488.8761262,True,2.5770182135360686,4097.60135469
13867328,1081935863.9462864,421187120.928444,660748743.0178425,True,2.568777178089683,4109.99104232
13868678,1074440986.194976,423828358.61549157,650612627.5794843,True,2.535085169158626,4065.43003054
13870029,1073544285.619063,426839539.0118223,646704746.6072407,True,2.5151003773090683,4060.28375293
13871379,1074105503.1629524,432391148.78126246,641714354.3816899,True,2.4841061298096085,4064.00618054
13872730,1071771779.1393278,436852789.47477263,634918989.6645552,True,2.4533934656292735,4051.05383167
13874080,1070077332.5947751,439565345.2244812,630511987.3702937,True,2.434398762823985,4040.58536669
13875431,1077573297.8264802,446838969.79889894,630734328.0275812,True,2.411547270175305,4096.24124649
13876781,1078122067.430529,451432675.99180144,626689391.4387279,True,2.3882233714293846,4124.34241048
13878132,1068959258.0969721,463932405.7817047,605026852.3152673,True,2.304127163300492,4083.20730229
13879482,1058530508.526466,464797439.3183218,593733069.2081441,True,2.2774017646889817,4025.28
13880832,1060163968.7485402,464666503.00375247,595497465.7447876,True,2.281558842514582,4034.27
13882183,1067153094.0874956,463760046.1784559,603393047.9090397,True,2.301088899057192,4075.63650854
13883533,1070020268.3014963,462429387.7883984,607590880.5130978,True,2.313910613291566,4098.12
13884884,1067316292.5309031,462791738.9910608,604524553.5398422,True,2.306256146355973,4081.86023206
13886234,1062993661.8475846,463272298.8428061,599721363.0047784,True,2.2945331816791215,4055.0574457
13887585,1059602078.7388283,454029647.87913424,605572430.8596941,True,2.333772879565128,4086.17986166
13888935,1064267985.88559,452278635.69941425,611989350.1861757,True,2.3531246047909846,4120.01082719
13890286,1054350907.489399,453541689.814012,600809217.6753869,True,2.3247056029662154,4062.21670738
13891636,1011934488.3026768,439649633.2631664,572284855.0395104,True,2.3016839131467006,3905.89
13892987,1014925226.3542701,439403093.75326127,575522132.6010089,True,2.309781703367302,3923.45588818
13894337,1011853116.7246155,439853923.42965066,571999193.2949648,True,2.30042989916958,3904.99223932
13895688,983256187.9026446,432260055.5299303,550996132.3727144,True,2.2746866737367606,3791.99
13897038,983699921.976636,430938174.24933577,552761747.7273003,True,2.2826938543798603,3801.68712529
13898389,984999797.8566716,430894603.44708925,554105194.4095824,True,2.285941364725452,3809.59328448
13899739,986533168.2551922,430868676.09814423,555664492.157048,True,2.2896377086146718,3818.98080464
13901090,981226829.3339937,431273465.15690565,549953364.177088,True,2.275184792500518,3786.29715838
13902440,970967190.2274258,431179680.8669443,539787509.3604816,True,2.2518853121166718,3732.59970057
13903790,955206154.0570105,428917290.4342835,526288863.62272704,True,2.2270171321138714,3657.62
13905141,956781966.7403445,428888086.1532229,527893880.58712167,True,2.2308429579424787,3666.85228942
13906491,953061781.1908873,415421988.76086396,537639792.4300233,True,2.2942015756886516,3719.03084251
13907842,957087586.2809821,415016351.2551681,542071235.025814,True,2.306144284162259,3743.74830135
13909192,953578024.8274692,415013213.80317104,538564811.0242982,True,2.297705213019372,3725.89
13910543,951558796.6921834,415442642.24508756,536116154.4470957,True,2.2904697301891743,3709.42049511
13911893,944630187.3538904,410139888.9248935,534490298.42899686,True,2.303190235482984,3700.39446685
13913244,930427848.2785748,381978481.8759388,548449366.402636,True,2.4358122052036553,3781.57919986
13914594,921069391.1230395,383278177.6124124,537791213.510627,True,2.4031354898959707,3720.38123988
13915945,916030064.0979614,383567816.1561044,532462247.941857,True,2.3881828076137537,3687.33306623
13917295,922429189.3917,382864088.7427329,539565100.6489671,True,2.4092862624458107,3728.80759798
13918646,921633514.1226429,382326482.64449173,539307031.4781512,True,2.4105929250515157,3727.92743471
13919996,919256456.099179,382749374.31095964,536507081.7882194,True,2.401719030250697,3712.6597031
13921347,923209326.4761796,379829992.27473086,543379334.2014487,True,2.4305856442437612,3751.85252173
13922697,925231893.2146703,379531055.68997866,545700837.5246917,True,2.4378292088182882,3766.09318313
13924048,919216006.1038537,377838074.50590664,541377931.597947,True,2.4328305380708364,3724.69911124
13925398,924500988.6432711,377221703.9592347,547279284.6840363,True,2.450816002737688,3758.94937797
13926748,923820985.9782801,377334937.3814351,546486048.596845,True,2.448278424439719,3754.08496948
13928099,922038708.2214637,368509539.51395756,553529168.7075062,True,2.502075548539608,3797.22031127
13929449,924787855.4014902,368166492.89301497,556621362.5084753,True,2.5118740386573504,3814.80361574
13930800,924699508.3392023,368225641.5368199,556473866.8023823,True,2.511230626090821,3813.70113071
13932150,926920843.419223,367954747.77702284,558966095.6422,True,2.5191164104259047,3826.61200179
13933501,920509297.3740773,368845125.50272906,551664171.8713481,True,2.495652602483062,3785.16565129
13934851,908015843.4915353,370621678.76383483,537394164.7277004,True,2.449980385713312,3700.39043899
13936202,913347125.2504915,370110028.5383194,543237096.7121722,True,2.4677718916657994,3735.16157358
13937552,915888246.0998334,369837403.5433219,546050842.5565114,True,2.476461919008006,3752.23289729
13938903,928120241.1720153,368289383.79188293,559830857.3801323,True,2.520084156692629,3835.59
13940253,931572683.9011419,367942902.25726736,563629781.6438745,True,2.5318403431241676,3858.13942045
13941604,901679178.2456969,344406763.40038764,557272414.8453094,True,2.618064666742494,3822.06125581
13942954,898721287.3916926,344277163.31016713,554444124.0815256,True,2.610458616396854,3805.51127833
13944305,899938469.2242751,343679835.0832234,556258634.1410517,True,2.61853730524036,3816.25
13945655,894961479.9672048,344380359.5976201,550581120.3695847,True,2.5987587707176245,3780.41357016
13947006,890062300.9070431,345161583.0553525,544900717.8516906,True,2.578682983860074,3746.2871415
13948356,864088387.6602541,353164983.8794871,510923403.78076714,True,2.4466989285526477,3534.01365811
13949707,851723270.5310249,354547447.1905392,497175823.3404859,True,2.4022829025568924,3454.14206075
13951057,840234653.5637015,357497372.8944496,482737280.6692519,True,2.350323994721436,3366.28605197
13952407,843314741.6823202,354065727.44349635,489249014.23882383,True,2.3818028019018045,3402.02
13953758,850042799.7395571,352307627.85294145,497735171.88661563,True,2.4127856808549657,3450.52903799
13955108,841727842.2037284,353478710.7364856,488249131.46724284,True,2.3812688477050235,3395.59871993
13956459,816900967.3623642,356152207.7542698,460748759.60809433,True,2.293684973942354,3229.67
13957809,807878232.5628139,342189034.014138,465689198.54867584,True,2.3609121048847967,3257.26799756
13959160,802725754.2449114,350150308.8188761,452575445.42603534,True,2.292517624652849,3180.7078136
13960510,787164166.935301,332500212.4671791,454663954.4681218,True,2.3674095156044492,3195.41438024
13961861,791866325.0966415,331892223.76881737,459974101.32782423,True,2.38591406603194,3226.61128479
13963211,790291424.166488,332161900.28195786,458129523.8845301,True,2.3792356182200423,3215.94744075
13964562,791224124.4337125,332103703.72630286,459120420.7074097,True,2.3824610070768295,3221.24342893
13965912,780176778.709651,333776453.892759,446400324.816892,True,2.3374230554930593,3146.79968352
13967263,757334651.543704,323197407.5186181,434137244.0250859,True,2.34325719800236,3068.46399701
13968613,761718395.7440795,319182844.2472225,442535551.496857,True,2.3864640893859943,3122.02800582
13969964,764335021.2761769,318863922.3719715,445471098.90420544,True,2.3970570756027394,3138.47277461
13971314,762510062.3339559,319140164.8675715,443369897.4663845,True,2.3892638604431458,3126.41389579
13972665,759267070.1004723,311492282.8580147,447774787.2424576,True,2.437514865967205,3154.90375729
13974015,764112970.7173578,310838023.8696073,453274946.84775037,True,2.4582351965983853,3190.18324741
13975365,759625893.1966343,311613248.58599746,448012644.6106369,True,2.4377201439398895,3158.53816529
13976716,760327605.4917959,311536628.1670433,448790977.3247526,True,2.4405721085358687,3163.53966513
13978066,743260491.8243608,315184555.6104445,428075936.2139163,True,2.3581754835189357,3031.72564602
13979417,731477490.1771537,305435973.69078314,426041516.4863707,True,2.3948635824989166,3022.46863236
13980767,737045270.5387816,304068183.8494611,432977086.6893205,True,2.4239473568325716,3065.70722518
13982118,744257547.5265445,302885333.0673208,441372214.4592237,True,2.4572254456478486,3120.69204871
13983468,744902727.1598881,302796748.57524616,442105978.58464193,True,2.4600750525390036,3125.98605295
13984819,741313291.7671573,303370593.38995564,437942698.3772017,True,2.443589813645074,3099.91535389
13986169,766196568.0643772,308287478.4927951,457909089.571582,True,2.48533145689303,3227.97115913
13987520,769769414.2998823,307807991.4319989,461961422.8678834,True,2.500810361416299,3253.38
13988870,766320648.5411977,308341427.26800233,457979221.27319527,True,2.485299024951103,3228.00593049
13990221,769626287.7551199,307931653.57832986,461694634.17679006,True,2.4993412622952285,3251.30083069
13991571,786729972.7561272,305410716.35496175,481319256.4011655,True,2.57597369910804,3375.14
13992922,786956497.3278149,305425785.1501736,481530712.17764133,True,2.576588276398731,3378.06692162
13994272,783836671.23406,305890764.47486913,477945906.759191,True,2.5624724975913984,3357.10406134
13995623,782089010.1379541,306180542.7977909,475908467.34016323,True,2.5543393547854047,3342.94
13996973,783184635.4184551,306097391.48836845,477087243.9300867,True,2.55861257624672,3348.16662578
13998323,788278825.9260156,319163418.33325356,469115407.59276205,True,2.4698282467414123,3300.50037683
13999674,784385927.90824,321516911.233328,462869016.674912,True,2.439641277030692,3261.07
14001024,784758142.1712294,321336114.3244498,463422027.8467796,True,2.442172252630363,3263.51
14002375,787354122.2570289,321022201.8947465,466331920.36228245,True,2.4526469434509037,3280.84320619
14003725,779864601.6056296,322222150.84856176,457642450.7570677,True,2.420269989359456,3227.37
14005076,789861891.2341093,320915801.79104364,468946089.4430656,True,2.46127453626733,3294.63876489
14006426,793861154.62205,324304747.5991703,469556407.02287966,True,2.4478863183441137,3325.8672654
14007777,791991046.5277164,324630874.53247863,467360171.9952377,True,2.439666429350913,3312.05411018
14009127,792862660.3249831,324545100.2958453,468317560.02913773,True,2.4429968580706776,3317.1776921
14010478,792300981.9966317,325646986.8436449,466653995.15298676,True,2.4330057209374534,3305.79
14011828,822036161.6760763,348717794.9818294,473318366.6942469,True,2.357310620523137,3347.26
14013179,820383236.4791938,348930595.4428639,471452641.0363299,True,2.351135862528652,3337.59062357
14014529,817783278.2368382,349391661.9645449,468391616.2722934,True,2.3405918551079337,3320.86020447
14015880,818209799.0723014,349328925.0442934,468880874.0280079,True,2.3422331802857603,3323.81
14017230,822354487.5767506,349322448.443645,473032039.1331056,True,2.3541415424076826,3349.2
14018581,818178603.5230709,349875027.9811288,468303575.54194206,True,2.338488140305918,3321.72192021
14019931,820430439.9617674,349569123.2470174,470861316.7147502,True,2.346976278514231,3337.15484809
14021281,809419330.6517781,351455358.4070934,457963972.24468476,True,2.3030501919797777,3259.32569811
14022632,811106464.6875423,351284141.812061,459822322.8754813,True,2.308975464999752,3271.00540662
14023982,806417943.0456696,351975936.1467578,454442006.89891183,True,2.291116693583934,3241.05936477
14025333,803237505.1409272,352577358.0389752,450660147.101952,True,2.278187997120718,3215.69686562
14026683,805347412.4460448,352249910.003919,453097502.4421258,True,2.2862955804221063,3231.7
14028034,801668537.0527663,352804217.3507292,448864319.7020371,True,2.272275946905172,3206.4959644
14029384,795981254.753843,353671352.0143958,442309902.7394471,True,2.2506240616329123,3168.32729001
14030735,791969638.550661,354444890.24555176,437524748.30510914,True,2.234394289058594,3137.11
14032085,793215365.475307,353656680.9895931,439558684.48571396,True,2.2428965946741117,3149.1
14033436,794318199.4398717,353526387.1892657,440791812.2506058,True,2.2468427484441813,3156.5693392
14034786,781919787.4497616,357339702.3114471,424580085.13831455,True,2.18816935927333,3060.19
14036137,791406581.4623954,355972782.24831015,435433799.2140853,True,2.2232221701443082,3123.95230374
14037487,794271309.4143534,355085418.56934345,439185890.8450098,True,2.236845750001539,3149.63304531
14038838,790695514.0208118,355654888.12268025,435040625.89813143,True,2.2232100286727055,3125.90473859
14040188,790554175.7049664,355696735.5145216,434857440.1904449,True,2.222551113834137,3125.95297218
14041539,791028651.1513675,355650032.61834013,435378618.53302747,True,2.2241770802823084,3128.72
14042889,798852647.9949498,354884325.321069,443968322.67388076,True,2.2510226318736852,3179.70865333
14044240,805911211.9258633,353843790.0982952,452067421.82756805,True,2.277590378799603,3231.04783315
14045590,783704866.9611605,369090690.9816358,414614175.97952473,True,2.1233395642594357,3007.15471196
14046940,771456679.597484,379013773.089471,392442906.508013,True,2.0354317820935015,2870.24709044
14048291,773177360.8204268,377755200.88771343,395422159.93271345,True,2.046768274807291,2884.6263595
14049641,756952562.1227175,379252524.11390054,377700038.00881696,True,1.995906458081694,2787.31172058
14050992,752152458.4274176,378833663.24541086,373318795.1820067,True,1.9854425078907745,2763.35092601
14052342,722303432.2445679,381135213.2609169,341168218.983651,True,1.8951369674417742,2591.41221785
14053693,702410484.5311408,377503474.43330663,324907010.0978341,True,1.8606728999927002,2510.26091929
14055043,689360647.3689344,373271993.57116497,316088653.79776937,True,1.846805169532513,2460.19227374
14056394,664388337.5677909,366424998.5728609,297963338.99493,True,1.813163239831963,2380.18852174
14057744,651809049.6344272,344576115.262811,307232934.3716162,True,1.891625741782152,2426.86785146
14059095,610588219.327026,347146208.85530245,263442010.4717236,True,1.758879122835334,2448.06
14060445,596824829.6340199,331955420.2765811,264869409.35743877,True,1.7979065656971436,2455.46790971
14061796,597001403.0024091,331023716.8930181,265977686.10939097,True,1.8035003914699892,2501.87145441
14063146,585791704.6826221,331585230.590025,254206474.09259704,True,1.7666399183107775,2433.10060455
14064497,581857035.0847929,329147854.9559792,252709180.1288136,True,1.7677679690867538,2425.12333249
14065847,569262393.5954219,314052517.1114769,255209876.48394504,True,1.812634392589043,2441.48
14067198,561650847.4291745,314515277.7647073,247135569.66446728,True,1.7857665020945415,2388.609234
14068548,520113772.4476067,304094675.2334047,216019097.21420196,True,1.7103679044968438,2209.69547585
14069898,516152843.9865296,276133174.96852905,240019669.0180005,True,1.8692170690658796,2366.76
14071249,531889384.6678527,280697327.1675953,251192057.50025734,True,1.8948858189528777,2417.56901849
14072599,531787135.6360942,280755600.56008816,251031535.07600605,True,1.8941283257581163,2414.41956472
14073950,529383091.3720419,273138390.62246156,256244700.7495803,True,1.9381497055965593,2398.09855522
14075300,536615294.0725381,272721901.7580426,263893392.3144955,True,1.9676281611904434,2448.98798756
14076651,543364964.3685647,272363068.93467164,271001895.4338931,True,1.9950023565746169,2496.48416963
14078001,537919837.6863203,272787830.20831317,265132007.4780071,True,1.971934881682736,2447.99928768
14079352,543507450.225735,272430947.0572764,271076503.1684585,True,1.9950283038566352,2494.22
14080702,586873816.3435888,272698316.136131,314175500.2074579,True,2.1520991572629344,2491.61278861
14082053,611586804.2208998,271544758.2332733,340042045.9876265,True,2.2522504510858936,2641.62826832
14083403,585928566.3840524,272800253.70900536,313128312.6750471,True,2.147829990690036,2489.81254006
14084754,576319417.5389048,273328153.4023949,302991264.13650984,True,2.1085256325221824,2428.00807824
14086104,570680797.1411691,273639306.3188905,297041490.82227856,True,2.0855220136982657,2392.64194078
14087455,579556690.0333288,273233846.7438785,306322843.2894503,True,2.121101382350293,2448.11903185
14088805,583055686.0404277,273095866.29066086,309959819.7497669,True,2.1349853952746067,2470.52334864
14090156,561423700.0016935,274284245.0152081,287139454.98648536,True,2.0468682040799115,2328.62350561
14091506,570356978.6121248,273842263.672052,296514714.9400727,True,2.0827938352685136,2385.46143111
14092856,573726184.0902432,273653522.775287,300072661.3149562,True,2.09654229286631,2413.82867114
14094207,568587637.5157168,273932157.6080188,294655479.907698,True,2.0756512943957937,2381.49713233
14095557,582705463.3759446,273230366.54479545,309475096.8311492,True,2.1326526430597585,2468.39280006
14096908,594775438.1901393,272673703.7930105,322101734.39712876,True,2.181271717501735,2543.0249185
14098258,591740939.2503314,272830972.35555667,318909966.89477473,True,2.1688920951363517,2527.3
14099609,606418025.7607685,280500268.40983534,325917757.3509332,True,2.161916026671101,2569.30451403
14100959,618410758.4679832,288331525.81063324,330079232.65735,True,2.144790642401467,2593.36779393
14102310,614552364.7728431,288580978.7452896,325971386.02755356,True,2.1295664303476696,2569.79761228
14103660,617687976.8698201,288474070.2109512,329213906.6588689,True,2.1412252977126367,2590.83882251
14105011,614982506.2750876,297558243.14846367,317424263.126624,True,2.0667634671046513,2573.37200398
14106361,621322281.2002618,297348923.86730236,323973357.3329596,True,2.0895393637864275,2610.51690032
14107712,619449050.4085449,297451276.2030139,321997774.205531,True,2.082522752350754,2600.03902541
14109062,615390536.3173777,297638609.92021704,317751926.39716065,True,2.067576301617371,2575.55064146
14110413,618503763.7629333,297555565.23601955,320948198.5269137,True,2.0786160167172114,2593.6097882
14111763,603120325.6610792,298167272.22496545,304953053.4361138,True,2.0227583032856415,2501.21569102
14113114,621420781.4499382,309122027.39525336,312298754.0546848,True,2.010276610457687,2543.29171015
14114464,633548658.8278865,308682626.6985438,324866032.1293428,True,2.0524273283659835,2616.28122356
14115814,650441110.7205089,316548655.8821053,333892454.8384037,True,2.0547903099066005,2672.9577801
14117165,653827127.5057259,316779479.211295,337047648.294431,True,2.0639819508940374,2691.31586673
14118515,659318985.5888315,316596684.58541626,342722301.0034152,True,2.0825201832173654,2725.84910396
14119866,663662038.0345646,316461572.75616145,347200465.2784032,True,2.097133096617473,2751.62509736
14121216,671063598.5348327,318131685.2982854,352931913.2365473,True,2.1093893803933192,2787.6833074
14122567,677461109.2072277,325414554.4964086,352046554.7108191,True,2.0818402245579475,2783.20239497
14123917,674753031.8336453,327028690.35977143,347724341.4738738,True,2.0632839005389245,2758.18955986
14125268,673859383.0166333,327103526.3335596,346755856.6830736,True,2.060079848633224,2751.79377219
14126618,678994964.7175343,326931730.5899781,352063234.12755615,True,2.0768707995771045,2782.20712554
14127969,666344466.740792,330723261.31207377,335621205.42871827,True,2.0148097962544664,2682.27631792
14129319,664970915.7084724,330796879.5426686,334174036.16580385,True,2.01020915501925,2675.06721041
14130670,664490902.7652051,330849902.3629856,333641000.40221953,True,2.0084361458755144,2674.82
14132020,665027148.8283006,330883778.9540768,334143369.87422365,True,2.0098511656583784,2673.88464657
14133371,656642258.9890238,331235796.8469776,325406462.14204615,True,1.9824012538487066,2620.85
14134721,656437572.9299979,331222950.7537328,325214622.176265,True,1.981860168313231,2621.83030809
14136072,663848410.8449923,330974336.2266885,332874074.6183037,True,2.0057398359439995,2666.42046376
14137422,667581621.930784,330844517.089371,336737104.841413,True,2.017810746280103,2689.88478521
14138773,690393853.6475292,330250075.1549783,360143778.49255085,True,2.090518384662121,2833.3145539
14140123,687165539.7525766,330401760.6046927,356763779.14788383,True,2.0797877665510742,2814.60482312
14141473,709276395.6355152,329593627.9731796,379682767.6623357,True,2.1519724152350177,2951.63518265
14142824,714732009.7614248,329498484.1851018,385233525.576323,True,2.1691511313900644,2983.43968644
14144174,719551898.1384462,329348599.7012764,390203298.4371699,True,2.184772908678189,3014.38195699
14145525,721976014.6614836,329466784.42463815,392509230.2368455,True,2.1913468938069163,3028.41
14146875,726842456.3603797,329331790.3602033,397510666.0001764,True,2.207021847375873,3057.17851996
14148226,720054435.8134933,321537892.922337,398516542.89115626,True,2.2394077079662034,3017.27
14149576,722150016.293771,321504657.9029527,400645358.3908183,True,2.2461572438921076,3028.69
14150927,720326873.5940932,321608091.72903085,398718781.8650624,True,2.239766013726423,3019.42793451
14152277,718671965.8631154,321690348.8941323,396981616.9689832,True,2.2340488868680017,3008.68608082
14153628,716306233.9356873,321772722.1065305,394533511.82915676,True,2.2261247915804905,2994.38264211
14154978,717047290.497866,321735139.95179814,395312150.54606783,True,2.228688139583674,2998.85
14156329,721875926.5301031,321614790.4212319,400261136.1088712,True,2.2445358485678875,3026.9562344
14157679,732594533.6186991,321243404.5836595,411351129.0350395,True,2.2804967297870666,3089.81911792
14159030,731104638.8134658,321283519.6482158,409821119.16525,True,2.275574668797133,3081.4
14160380,737795197.8100654,321045447.8328057,416749749.9772597,True,2.2981020375479515,3122.46547951
14161731,741357713.0269789,320904086.71813256,420453626.3088463,True,2.3102158673290862,3147.09484524
14163081,741193699.2502934,320949851.13129103,420243848.1190023,True,2.30937542621602,3145.16
14164431,737322304.6482395,321287585.83513004,416034718.8131096,True,2.2948982069497053,3123.21148294
14165782,730252885.7822362,321536082.47214556,408716803.31009066,True,2.271138219286781,3079.18924129
14167132,728875543.5469508,321598922.5096566,407276621.0372942,True,2.2664116467152184,3068.46223158
14168483,738886138.8328062,321267114.0011609,417619024.8316452,True,2.29991214983223,3130.31024933
14169833,732682533.432852,321471835.03873575,411210698.3941162,True,2.2791500018798456,3095.37
